corresponding_gene_call	D100_OUT	D11_OUT	D17_OUT	D26_OUT	D27_OUT	D2_OUT	D32_OUT	D34_OUT	D36_OUT	D40_OUT	D42_OUT	D60_OUT	D65_OUT	D71_OUT	D7_OUT	D85_OUT	D87_OUT	D88_OUT	D92_OUT
462462		0.0010833939406327071		0.0003365331202016151		0.0015642852524580808			0.0015444661687318653								0.0005603090696233476		0.001241863204204205
462463									0.0016224230241000729										
462464									0.00025846675735482935										
462465		0.00222353624967527				0.002209723280859698			0.0027266225869761653								0.0010595296167737157		0.0030230407982124057
462466		0.002381955358953556				0.0014963629118590438			0.0015332251476985808										0.0036901981006754268
462468		0.00011391173786265307				3.162825772804159e-05			0.0030908817474609566								0.0017052562238012866		0.0
462469		0.0027411342358325576				0.0027230425163796684			0.00589945240258668								0.0028020537112108633		
462470									0.0018707290472290933								0.0039057200068999		
462471									0.0025818072013370197										
462472		0.0057318161315857855		0.00500503419189458		0.004937417789748679			0.006448566615723785										
462473									0.000370861089423223										
462474									0.0015641129108719557						0.0004392971932736596		0.001847554622531914		
462475		0.001316845822263781	0.0010266168423777363			0.0011881321493150613			0.002379536577271111								0.00046271492824680513		0.0010619687041039205
470287		0.0025354623757728174				0.005266308968874107			0.003552999135178112										
470288									9.419266698376067e-05								0.004599040630132034		
470289		0.007208652462088123				0.003103635787432019			0.004855381304786781								0.0021875433765916157		
470290		0.004019768375656128	6.572793380899676e-05	0.002125034658862254		0.002653528492880432			0.004770867503292876								0.001481557956452371		3.8261401897765486e-05
470291		0.0006284607004499948	1.9914295912532697e-05	0.00022184125127739827		0.00032139976409446944			0.0015915838940424533								0.00047433927168873244		0.001012551706162378
542675		0.0008967290352618083				0.0004275357412411813			0.0010110526914414598								0.001418505082715616		0.0010336130979451794
542676																			
542677		0.003230861001837095							0.005351557641888299										
542678		0.003165435435110917						0.0008370960816631806	0.001779672462401385										
691509																			
691510																			
691511		0.0008354862464963228	9.572753934899389e-05	0.0002966267849990333		0.0012361888802424638			0.0016455331612921736								0.0011398693327892282		0.0004118870707779035
691512		0.0020930113052067094	0.0009865731540947408			0.002086522930469532			0.0032415995188465716					0.0010953465316058007			0.002994747766366039		0.0016145705873320231
691513									0.0014417389355350539										
691514		0.0008156131915669851	2.6899391859136422e-05	0.0011678372878247093		0.0008426446201889492		9.455013047917976e-06	0.0011549207277990407								0.0005356499348207207		0.0011471566320100752
